loopIteration,time (us),axisRate[0],axisRate[1],axisRate[2],axisP[0],axisP[1],axisP[2],axisI[0],axisI[1],axisI[2],axisD[0],axisD[1],axisF[0],axisF[1],axisF[2],rcData[0],rcData[1],rcData[2],rcData[3],rcCommand[0],rcCommand[1],rcCommand[2],rcCommand[3],vbat (V),magADC[0],magADC[1],magADC[2],BaroAlt (cm),rssi,gyroADC[0],gyroADC[1],gyroADC[2],gyroRaw[0],gyroRaw[1],gyroRaw[2],accSmooth[0],accSmooth[1],accSmooth[2],accVib,quaternion[0],quaternion[1],quaternion[2],quaternion[3],motor[0],servo[0],servo[1],navState,navFlags,navEPH,navEPV,navPos[0],navPos[1],navPos[2],navVel[0],navVel[1],navVel[2],navTgtVel[0],navTgtVel[1],navTgtVel[2],navTgtPos[0],navTgtPos[1],navTgtPos[2],navTgtHdg,navSurf,activeWpNumber,flightModeFlags (flags),activeFlightModeFlags,stateFlags (flags),failsafePhase (flags),rxSignalReceived,rxFlightChannelsValid,rxUpdateRate,hwHealthStatus,powerSupplyImpedance,sagCompensatedVBat,wind[0],wind[1],wind[2],mspOverrideFlags,IMUTemperature,baroTemperature,sens0Temp,sens1Temp,sens2Temp,sens3Temp,sens4Temp,sens5Temp,sens6Temp,sens7Temp,escRPM,escTemperature
320,187265380,0,22,0,2,3,5,0,0,0,0,0,0,50,0,1500,1500,1500,988,0,0,0,1050,12.580,367,-71,-968,290,1023,-4,10,-9,-5,9,-8,203,-14,2009,55,9975,6,-609,355,1000,1550,1444,26,37,146,283,274,27,0,9,-2,3,0,0,0,0,0,0,0,0,1,ARM|MANUAL,129,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|ANTI_WINDUP|NAV_MOTOR_STOP_OR_IDLE|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,127,341,0,0,0,0,0,1,516,549,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
352,187282356,0,21,0,3,3,4,0,0,0,0,0,0,49,0,1500,1500,1500,988,0,0,0,1050,12.580,367,-71,-968,281,1023,-6,8,-6,-6,6,-5,176,-25,2021,54,9976,-2,-596,341,1000,1549,1443,26,37,146,283,274,27,0,8,-2,3,0,0,0,0,0,0,0,0,1,ARM|MANUAL,129,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|ANTI_WINDUP|NAV_MOTOR_STOP_OR_IDLE|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,127,341,0,0,0,0,0,1,516,549,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
384,187299250,0,21,0,3,4,2,0,0,0,0,0,0,47,0,1500,1500,1500,988,0,0,0,1050,12.580,367,-71,-968,281,1023,-6,5,-4,-6,4,-3,174,-38,2018,51,9977,-11,-587,330,1000,1548,1444,26,37,146,283,274,27,0,7,-2,4,0,0,0,0,0,0,0,0,1,ARM|MANUAL,129,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|ANTI_WINDUP|NAV_MOTOR_STOP_OR_IDLE|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,135,341,0,0,0,0,0,1,516,549,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
416,187316118,0,20,0,2,5,1,0,0,0,0,0,1,46,0,1498,1500,1500,990,0,0,0,1050,12.580,367,-71,-968,290,1023,-5,3,-3,-4,2,-2,161,-48,2015,49,9978,-21,-581,322,1000,1548,1444,26,37,146,283,274,27,1,6,-2,4,0,0,0,0,0,0,0,0,1,ARM|MANUAL,129,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|ANTI_WINDUP|NAV_MOTOR_STOP_OR_IDLE|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,166,341,0,0,0,0,0,1,516,549,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
448,187333317,1,20,0,1,5,0,0,0,0,0,0,1,46,0,1498,1500,1500,988,0,0,0,1050,12.580,361,-105,-935,290,1023,-3,2,-1,-2,1,-1,159,-47,2006,45,9978,-28,-574,317,1000,1548,1446,26,37,146,283,274,27,1,6,-2,4,0,0,0,0,0,0,0,0,1,ARM|MANUAL,129,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|ANTI_WINDUP|NAV_MOTOR_STOP_OR_IDLE|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,166,341,0,0,0,0,0,1,516,549,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
480,187350080,1,20,0,1,5,0,0,0,0,0,0,2,45,0,1498,1500,1500,988,0,0,0,1050,12.580,361,-105,-935,290,1023,-1,1,0,0,0,1,167,-52,1992,43,9979,-31,-569,315,1000,1549,1447,26,37,146,283,274,27,1,5,-2,4,0,0,0,0,0,0,0,0,1,ARM|MANUAL,129,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|ANTI_WINDUP|NAV_MOTOR_STOP_OR_IDLE|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,127,341,0,0,0,0,0,1,516,549,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
512,187366998,1,19,0,0,6,0,0,0,0,0,0,2,44,0,1498,1500,1500,990,0,0,0,1050,12.580,361,-105,-935,290,1023,0,-1,1,0,-2,2,197,-52,1976,43,9979,-32,-566,315,1000,1549,1447,26,37,146,283,274,27,1,4,-2,4,0,0,0,0,0,0,0,0,1,ARM|MANUAL,129,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|ANTI_WINDUP|NAV_MOTOR_STOP_OR_IDLE|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,127,341,0,0,0,0,0,1,515,549,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
544,187383736,1,19,0,1,7,-2,0,0,0,0,0,2,44,0,1500,1500,1500,990,0,0,0,1050,12.570,361,-105,-935,281,1023,-1,-4,3,-2,-5,4,231,-53,1964,45,9979,-34,-568,317,1000,1548,1446,26,37,146,283,274,27,1,3,-3,4,0,0,0,0,0,0,0,0,1,ARM|MANUAL,129,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|ANTI_WINDUP|NAV_MOTOR_STOP_OR_IDLE|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,127,341,0,0,0,0,0,1,515,549,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
576,187400399,1,19,0,2,7,-3,0,0,0,0,0,2,44,0,1500,1500,1500,988,0,0,0,1050,12.570,361,-105,-935,281,1023,-3,-6,5,-4,-7,6,267,-46,1963,47,9978,-37,-574,322,1000,1548,1444,26,37,146,283,274,27,1,2,-3,4,0,0,0,0,0,0,0,0,1,ARM|MANUAL,129,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|ANTI_WINDUP|NAV_MOTOR_STOP_OR_IDLE|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,176,341,0,0,0,0,0,1,515,549,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
608,187417220,1,19,0,2,8,-4,0,0,0,0,0,2,44,0,1500,1500,1500,988,0,0,0,1050,12.580,361,-105,-935,281,1023,-4,-7,7,-5,-7,7,294,-19,1975,51,9977,-43,-584,330,1000,1547,1441,26,37,146,283,274,26,1,2,-4,4,0,0,0,0,0,0,0,0,1,ARM|MANUAL,129,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|ANTI_WINDUP|NAV_MOTOR_STOP_OR_IDLE|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,176,341,0,0,0,0,0,1,515,549,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
640,187434097,1,20,0,3,7,-4,0,0,0,0,0,3,45,0,1500,1500,1500,987,0,0,0,1050,12.570,368,-73,-973,281,1023,-5,-7,7,-5,-6,7,316,5,1985,52,9976,-51,-594,338,1000,1547,1441,26,37,146,283,274,26,1,2,-4,4,0,0,0,0,0,0,0,0,1,ARM|MANUAL,129,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|ANTI_WINDUP|NAV_MOTOR_STOP_OR_IDLE|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,136,341,0,0,0,0,0,1,515,549,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
672,187450960,2,20,0,3,7,-4,0,0,0,0,0,3,45,0,1498,1500,1500,990,0,0,0,1050,12.570,368,-73,-973,290,1023,-5,-5,7,-5,-5,7,331,35,1990,55,9976,-59,-603,346,1000,1546,1440,26,37,146,283,273,26,1,2,-4,4,0,0,0,0,0,0,0,0,1,ARM|MANUAL,129,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|ANTI_WINDUP|NAV_MOTOR_STOP_OR_IDLE|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,136,341,0,0,0,0,0,1,515,549,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
704,187467920,2,20,0,3,7,-3,0,0,0,0,0,3,46,0,1500,1500,1500,988,0,0,0,1050,12.580,368,-73,-973,290,1023,-5,-4,6,-5,-4,6,358,44,2001,55,9975,-67,-611,353,1000,1546,1440,26,37,147,283,273,26,1,2,-5,4,0,0,0,0,0,0,0,0,1,ARM|MANUAL,129,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|ANTI_WINDUP|NAV_MOTOR_STOP_OR_IDLE|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,160,341,0,0,0,0,0,1,515,549,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
736,187484719,2,20,0,3,6,-3,0,0,0,0,0,4,47,0,1500,1500,1500,988,0,0,0,1050,12.580,368,-73,-973,290,1023,-5,-3,5,-6,-2,5,373,20,2015,54,9974,-74,-617,358,1000,1545,1439,26,37,147,283,273,26,1,2,-7,5,0,0,0,0,0,0,0,0,1,ARM|MANUAL,129,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|ANTI_WINDUP|NAV_MOTOR_STOP_OR_IDLE|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,160,341,0,0,0,0,0,1,515,549,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
768,187501429,2,21,0,4,6,-2,0,0,0,0,0,4,47,0,1500,1500,1500,988,0,0,0,1050,12.580,368,-73,-973,290,1023,-6,-2,4,-7,-2,4,364,-30,2024,54,9974,-82,-622,363,1000,1544,1438,26,37,147,283,273,26,1,2,-7,5,0,0,0,0,0,0,0,0,1,ARM|MANUAL,129,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|ANTI_WINDUP|NAV_MOTOR_STOP_OR_IDLE|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,160,341,0,0,0,0,0,1,515,549,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
800,187518166,3,21,0,5,6,-2,0,0,0,0,0,5,48,0,1500,1500,1500,988,0,0,0,1050,12.580,368,-73,-973,290,1023,-7,-2,4,-8,-3,3,359,-67,2022,55,9973,-93,-626,366,1000,1544,1436,26,37,147,283,273,26,1,2,-7,5,0,0,0,0,0,0,0,0,1,ARM|MANUAL,129,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|ANTI_WINDUP|NAV_MOTOR_STOP_OR_IDLE|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,147,341,0,0,0,0,0,1,515,549,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
832,187535212,3,21,0,5,6,-1,0,0,0,0,0,5,48,0,1500,1500,1500,988,0,0,0,1050,12.570,364,-137,-983,290,1023,-8,-3,3,-9,-4,3,354,-93,2001,55,9973,-105,-632,370,1000,1544,1434,26,37,147,283,273,26,1,2,-8,6,0,0,0,0,0,0,0,0,1,ARM|MANUAL,129,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|ANTI_WINDUP|NAV_MOTOR_STOP_OR_IDLE|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,147,341,0,0,0,0,0,1,515,549,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
864,187551995,4,21,0,6,7,-1,0,0,0,0,0,6,48,0,1500,1500,1500,990,0,0,0,1050,12.580,364,-137,-983,290,1023,-9,-5,2,-9,-5,2,339,-125,1990,57,9972,-118,-640,373,1000,1544,1432,26,37,147,283,272,25,1,2,-8,6,0,0,0,0,0,0,0,0,1,ARM|MANUAL,129,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|ANTI_WINDUP|NAV_MOTOR_STOP_OR_IDLE|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,171,341,0,0,0,0,0,1,516,548,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
896,187568796,4,21,0,6,7,0,0,0,0,0,0,7,49,0,1500,1500,1500,987,0,0,0,1050,12.570,364,-137,-983,290,1023,-9,-6,1,-9,-6,1,328,-149,1995,57,9971,-132,-650,375,1000,1543,1431,26,37,147,283,272,25,2,2,-8,7,0,0,0,0,0,0,0,0,1,ARM|MANUAL,129,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|ANTI_WINDUP|NAV_MOTOR_STOP_OR_IDLE|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,171,341,0,0,0,0,0,1,516,548,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
928,187585363,4,22,0,6,7,0,0,0,0,0,0,7,49,0,1500,1500,1500,988,0,0,0,1050,12.570,364,-137,-983,290,1023,-9,-6,1,-9,-6,0,328,-167,2007,57,9970,-146,-660,376,1000,1543,1429,26,37,147,283,272,25,2,2,-7,7,0,0,0,0,0,0,0,0,1,ARM|MANUAL,129,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|ANTI_WINDUP|NAV_MOTOR_STOP_OR_IDLE|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,146,341,0,0,0,0,0,1,516,548,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
